epoch,train_loss,eval_loss,eval_top1,eval_top5
1508,1.7190884780883788,0.2887265575428804,95.12333333333333,98.77833333333334
1509,1.7464463443756104,0.27127151722709336,95.13166666666666,98.78666666666666
1510,1.737728751182556,0.3062096217274666,94.96833333333333,98.69166666666666
1511,1.7348656306266785,0.2802018032222986,95.18333333333334,98.8
1512,1.7348777017593384,0.2816578051199516,95.10833333333333,98.75
1513,1.7454767270088196,0.2822331214944522,95.135,98.78166666666667
1514,1.740041296005249,0.2842300812403361,95.10833333333333,98.77
1515,1.74086559343338,0.28148390452067057,95.17333333333333,98.8
1516,1.727323902130127,0.28164635876814526,95.09666666666666,98.81333333333333
1517,1.7565948061943055,0.28231599638859434,95.19833333333334,98.79166666666667
1518,1.7254500079154969,0.28712343206008273,95.15,98.77666666666667
1519,1.7348041186332703,0.28033816657960414,95.18666666666667,98.73666666666666
1520,1.726535659313202,0.2929849913219611,94.99666666666667,98.775
1521,1.7318278045654296,0.2975597511728605,94.97833333333334,98.77833333333334
1522,1.7317071619033813,0.27898995734751225,95.115,98.745
1523,1.7425209908485413,0.28182926401495934,95.11333333333333,98.835
1524,1.722789900779724,0.2883193255464236,95.14333333333333,98.75666666666666
1525,1.7208800001144409,0.2891485232611497,94.98833333333333,98.69333333333333
1526,1.7303712921142578,0.281699133887887,95.20166666666667,98.80666666666667
1527,1.7355281162261962,0.28169558162490527,95.14166666666667,98.75333333333333
1528,1.7238141956329345,0.2721606140583754,95.26,98.78166666666667
1529,1.7165593996047974,0.28795365306238335,95.215,98.79166666666667
1530,1.71463396692276,0.28808845239381,95.13833333333334,98.74
1531,1.722756595134735,0.28185682761172454,95.145,98.745
1532,1.7174362049102783,0.27469199120998383,95.145,98.79333333333334
1533,1.7278086018562318,0.2922862218817075,95.05666666666667,98.72
1534,1.715432126045227,0.27750429262717563,95.22333333333333,98.82166666666667
1535,1.7159583916664123,0.28224238542219005,95.28,98.76666666666667
1536,1.714228720664978,0.26962501322229704,95.28666666666666,98.81166666666667
1537,1.714948950767517,0.27442251826326053,95.18333333333334,98.77
1538,1.708916314125061,0.28207312946518265,95.26333333333334,98.75
1539,1.7068447551727295,0.2819480449954669,95.23166666666667,98.8
1540,1.713470727443695,0.27695457483331365,95.19,98.76333333333334
1541,1.7046781697273254,0.2879207117855549,95.16,98.795
1542,1.706212951183319,0.27284142198661965,95.295,98.8
1543,1.7076657876968384,0.27586955649157363,95.30166666666666,98.79166666666667
1544,1.6974997944831849,0.2764253848791122,95.30833333333334,98.81333333333333
1545,1.6969704422950744,0.27509666574498015,95.36833333333334,98.785
1546,1.7034141697883607,0.2804136563340823,95.33333333333333,98.72166666666666
1547,1.699170051574707,0.2896610767642657,95.29166666666667,98.765
1548,1.7041544709205627,0.27340726368129253,95.37833333333333,98.78666666666666
1549,1.708060055732727,0.2850236985832453,95.35833333333333,98.79833333333333
1550,1.7012166085243225,0.27983544883628686,95.375,98.73833333333333
1551,1.6931019635200502,0.27852942963441213,95.38333333333334,98.775
1552,1.6907709579467773,0.27824956794579825,95.25333333333333,98.79666666666667
1553,1.689246335029602,0.27151709196468193,95.33833333333334,98.77
1554,1.6850895681381226,0.268346548328797,95.40333333333334,98.755
1555,1.6891397476196288,0.2797448352475961,95.4,98.82
1556,1.6824397983551025,0.2729695086677869,95.35166666666667,98.77833333333334
1557,1.693106276988983,0.27745888732373714,95.345,98.78166666666667
1558,1.6903146896362304,0.2804034695774317,95.355,98.82833333333333
1559,1.6770165615081787,0.2667624921103319,95.44833333333334,98.765
1560,1.6778003039360045,0.27644116965432963,95.345,98.75666666666666
1561,1.684404273033142,0.2684198501457771,95.44,98.78666666666666
1562,1.687072952747345,0.2736631028354168,95.35,98.71333333333334
1563,1.675108139514923,0.27681908043722314,95.375,98.74833333333333
1564,1.6838998365402222,0.265263741761446,95.46166666666667,98.76
1565,1.6790947289466858,0.27847051434218884,95.34166666666667,98.79833333333333
1566,1.6710451202392578,0.2753771035373211,95.445,98.77166666666666
1567,1.685827763080597,0.2708499861508608,95.42666666666666,98.73166666666667
1568,1.678289559841156,0.28196715958416463,95.375,98.76
1569,1.6758751773834228,0.28207280598580836,95.44333333333333,98.79666666666667
1570,1.6744971203804015,0.27768936475118,95.43666666666667,98.76666666666667
1571,1.667610544681549,0.2751464781661828,95.395,98.72166666666666
1572,1.6773429417610168,0.27369160232444606,95.37833333333333,98.715
1573,1.666021824836731,0.27478751562535764,95.47,98.79833333333333
1574,1.67072638463974,0.2673206240435441,95.50166666666667,98.75666666666666
1575,1.673570074081421,0.27175339199602605,95.51,98.74
1576,1.665604733467102,0.2677684646099806,95.47,98.75
1577,1.662684317111969,0.2694194478789965,95.47166666666666,98.76833333333333
1578,1.663101125717163,0.2697897005329529,95.47333333333333,98.75666666666666
1579,1.667597933292389,0.2776963132619858,95.425,98.77
1580,1.6768948588371277,0.2689334856222073,95.445,98.79333333333334
1581,1.664961461544037,0.27050773372252784,95.455,98.75666666666666
1582,1.6520066289901734,0.27053687321643033,95.55666666666667,98.765
1583,1.6565671486854554,0.2740143691996733,95.46,98.755
1584,1.6538022065162659,0.27018100599447886,95.43166666666667,98.78333333333333
1585,1.6548769779205321,0.2697691768159469,95.47833333333334,98.77166666666666
1586,1.6619996089935303,0.2698050213356813,95.42,98.75833333333334
1587,1.648992678642273,0.26774765032033127,95.52,98.75833333333334
1588,1.64036474609375,0.2713749742259582,95.51666666666667,98.745
1589,1.6517236247062683,0.2652225582549969,95.555,98.76166666666667
1590,1.6496424589157104,0.26860360582669573,95.5,98.80666666666667
1591,1.6504760756492616,0.2678566705187162,95.54333333333334,98.73666666666666
1592,1.6478231072425842,0.2753879023094972,95.445,98.74166666666666
1593,1.656594801902771,0.28489825591444967,95.51666666666667,98.73333333333333
1594,1.641266462802887,0.27652906676133476,95.385,98.7
1595,1.6533439536094665,0.26781427969535193,95.545,98.79666666666667
1596,1.6453642644882203,0.26640601952870685,95.54333333333334,98.76
1597,1.6465663237571717,0.26865174097319444,95.48166666666667,98.74666666666667
1598,1.646208740234375,0.2661326015243928,95.44666666666667,98.77166666666666
1599,1.6364541773796082,0.2779694615552823,95.455,98.79166666666667
1600,1.6391904668807984,0.27247457660734653,95.48833333333333,98.75333333333333
1601,1.6449842762947082,0.2741317215313514,95.50166666666667,98.735
1602,1.6435904126167298,0.2778615454832713,95.53333333333333,98.745
1603,1.630604751110077,0.2670162880172332,95.55666666666667,98.77666666666667
1604,1.6286158504486083,0.264435338973999,95.53666666666666,98.74333333333334
1605,1.6301181178092956,0.2627869554857413,95.59166666666667,98.79333333333334
1606,1.6349560360908508,0.2696179356177648,95.63166666666666,98.73833333333333
1607,1.6433751153945924,0.26907401052614055,95.52833333333334,98.73666666666666
1608,1.6346892547607421,0.26793772213160993,95.565,98.76833333333333
1609,1.6348460164070129,0.27316665577391785,95.63166666666666,98.77833333333334
1610,1.6308972473144532,0.26869384350876013,95.49,98.755
1611,1.6326114082336425,0.2632031237334013,95.58333333333333,98.80833333333334
1612,1.621892813205719,0.26827227786183355,95.54333333333334,98.775
1613,1.6340164375305175,0.27328351594507694,95.55833333333334,98.76333333333334
1614,1.6327272443771361,0.2717351679007212,95.55333333333333,98.75833333333334
1615,1.6225197925567627,0.273619301294287,95.52,98.73166666666667
1616,1.6195786018371583,0.275163644378384,95.595,98.76166666666667
1617,1.6210002403259278,0.2735400632272164,95.57,98.74
1618,1.6209375214576722,0.26885378470023474,95.60166666666667,98.78833333333333
1619,1.6253838696479797,0.2699368274708589,95.60666666666667,98.73166666666667
1620,1.6227314772605896,0.26802369611958665,95.57833333333333,98.74833333333333
1621,1.6238712000846862,0.2647661262502273,95.64666666666666,98.78
1622,1.6162477498054504,0.2672081526865562,95.59,98.78666666666666
1623,1.626909499168396,0.2692476153622071,95.61166666666666,98.75
1624,1.622051697731018,0.2648992220064004,95.63166666666666,98.77833333333334
